
1,알레르기결막염,눈이 가려워서 참을 수가 없어요
2,알레르기결막염,눈이 충혈돼서 빨갛게 보여요
3,알레르기결막염,눈에 점액성 분비물이 나와서 불편해요
4,알레르기결막염,눈에 이물감이 느껴져서 자꾸 비비게 돼요
5,알레르기결막염,눈물이 계속 나와서 앞이 잘 안 보여요
6,알레르기결막염,빛을 보면 눈이 부셔서 눈을 못 뜨겠어요
7,알레르기결막염,눈이 너무 가려워서 긁고 싶어요
8,알레르기결막염,눈이 빨갛게 충혈돼서 걱정이에요
9,알레르기결막염,눈에서 점액성 분비물이 자꾸 나와요
10,알레르기결막염,눈에 먼지가 들어간 것처럼 이물감이 느껴져요
11,알레르기결막염,눈물이 많이 나와서 눈가가 축축해요
12,알레르기결막염,햇빛을 보면 눈이 부셔서 고통스러워요
13,알레르기결막염,눈이 너무 가려워서 잠을 잘 수가 없어요
14,알레르기결막염,눈이 빨갛게 충혈돼서 부끄러워요
15,알레르기결막염,눈에서 점액성 분비물이 많이 나와서 자주 닦아야 해요
16,알레르기결막염,눈에 뭐가 들어간 것처럼 이물감이 심해요
17,알레르기결막염,눈물이 계속 나와서 일상생활이 불편해요
18,알레르기결막염,조명을 보면 눈이 부셔서 피하고 싶어요
19,알레르기결막염,눈이 너무 가려워서 집중이 안 돼요
20,알레르기결막염,눈이 충혈돼서 빨갛게 변했어요
21,알레르기결막염,눈에서 점액성 분비물이 자꾸 나와서 눈이 뿌옇게 보여요
22,알레르기결막염,눈에 이물감이 있어서 자꾸 손이 가요
23,알레르기결막염,눈물이 많이 나와서 눈가가 축축해요
24,알레르기결막염,빛을 보면 눈이 부셔서 눈을 뜰 수가 없어요
25,알레르기결막염,눈이 너무 가려워서 긁고 싶은데 참아야 해요
26,알레르기결막염,눈이 빨갛게 충혈돼서 신경 쓰여요
27,알레르기결막염,눈에서 점액성 분비물이 나와서 자주 닦아야 해요
28,알레르기결막염,눈에 이물감이 있어서 불편해요
29,알레르기결막염,눈물이 계속 나와서 앞이 흐려져요
30,알레르기결막염,빛을 보면 눈이 부셔서 고통스러워요
31,알레르기결막염,눈이 너무 가려워서 잠을 잘 수가 없어요
32,알레르기결막염,눈이 빨갛게 충혈돼서 부끄러워요
33,알레르기결막염,눈에서 점액성 분비물이 많이 나와서 자주 닦아야 해요
34,알레르기결막염,눈에 뭐가 들어간 것처럼 이물감이 심해요
35,알레르기결막염,눈물이 계속 나와서 일상생활이 불편해요
36,알레르기결막염,조명을 보면 눈이 부셔서 피하고 싶어요
37,알레르기결막염,눈이 너무 가려워서 집중이 안 돼요
38,알레르기결막염,눈이 충혈돼서 빨갛게 변했어요
39,알레르기결막염,눈에서 점액성 분비물이 자꾸 나와요
40,알레르기결막염,눈에 이물감이 있어서 자꾸 비비게 돼요
41,알레르기결막염,눈물이 많이 나와서 눈가가 축축해요
42,알레르기결막염,빛을 보면 눈이 부셔서 눈을 뜰 수가 없어요
43,알레르기결막염,눈이 너무 가려워서 긁고 싶어요
44,알레르기결막염,눈이 빨갛게 충혈돼서 걱정이에요
45,알레르기결막염,눈에서 점액성 분비물이 나와서 불편해요
46,알레르기결막염,눈에 먼지가 들어간 것처럼 이물감이 느껴져요
47,알레르기결막염,눈물이 많이 나와서 눈가가 축축해요
48,알레르기결막염,햇빛을 보면 눈이 부셔서 고통스러워요
49,알레르기결막염,눈이 너무 가려워서 잠을 잘 수가 없어요
50,알레르기결막염,눈이 빨갛게 충혈돼서 부끄러워요
51,알레르기결막염,눈에서 점액성 분비물이 많이 나와서 자주 닦아야 해요
52,알레르기결막염,눈에 뭐가 들어간 것처럼 이물감이 심해요
53,알레르기결막염,눈물이 계속 나와서 일상생활이 불편해요
54,알레르기결막염,조명을 보면 눈이 부셔서 피하고 싶어요
55,알레르기결막염,눈이 너무 가려워서 집중이 안 돼요
56,알레르기결막염,눈이 충혈돼서 빨갛게 변했어요
57,알레르기결막염,눈에서 점액성 분비물이 자꾸 나와서 눈이 뿌옇게 보여요
58,알레르기결막염,눈에 이물감이 있어서 자꾸 손이 가요
59,알레르기결막염,눈물이 계속 나와서 앞이 잘 안 보여요
60,알레르기결막염,눈이 너무 가려워서 긁고 싶은데 참아야 해요
61,알레르기결막염,눈이 빨갛게 충혈돼서 신경 쓰여요
62,알레르기결막염,눈에서 점액성 분비물이 나와서 자주 닦아야 해요
63,알레르기결막염,눈에 이물감이 있어서 불편해요
64,알레르기결막염,눈물이 계속 나와서 앞이 흐려져요
65,알레르기결막염,눈이 너무 가려워서 긁고 싶어요
66,알레르기결막염,눈이 빨갛게 충혈돼서 걱정이에요
67,알레르기결막염,눈에서 점액성 분비물이 나와서 불편해요
68,알레르기결막염,눈에 먼지가 들어간 것처럼 이물감이 느껴져요
69,알레르기결막염,눈물이 계속 나와서 앞이 잘 안 보여요
70,알레르기결막염,햇빛을 보면 눈이 부셔서 고통스러워요
71,알레르기결막염,눈이 너무 가려워서 잠을 잘 수가 없어요
72,알레르기결막염,눈이 빨갛게 충혈돼서 부끄러워요
73,알레르기결막염,눈에서 점액성 분비물이 많이 나와서 자주 닦아야 해요
74,알레르기결막염,눈에 뭐가 들어간 것처럼 이물감이 심해요
75,알레르기결막염,눈물이 계속 나와서 일상생활이 불편해요
76,알레르기결막염,조명을 보면 눈이 부셔서 피하고 싶어요
77,알레르기결막염,눈이 너무 가려워서 집중이 안 돼요
78,알레르기결막염,눈이 충혈돼서 빨갛게 변했어요
79,알레르기결막염,눈에서 점액성 분비물이 자꾸 나와요
80,알레르기결막염,눈에 이물감이 있어서 자꾸 비비게 돼요
81,알레르기결막염,눈물이 많이 나와서 눈가가 축축해요
82,알레르기결막염,빛을 보면 눈이 부셔서 눈을 뜰 수가 없어요
83,알레르기결막염,눈이 너무 가려워서 긁고 싶어요
84,알레르기결막염,눈이 빨갛게 충혈돼서 걱정이에요
85,알레르기결막염,눈에서 점액성 분비물이 나와서 불편해요
86,알레르기결막염,눈에 먼지가 들어간 것처럼 이물감이 느껴져요
87,알레르기결막염,눈물이 많이 나와서 눈가가 축축해요
88,알레르기결막염,햇빛을 보면 눈이 부셔서 고통스러워요
89,알레르기결막염,눈이 너무 가려워서 잠을 잘 수가 없어요
